"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"1202","NAGASAKI (ART)","marzo",0,0
"1203","NAZARETH II (ART)","marzo",0,3
"1204","NEBRASKA (ART)","marzo",4,16
"1205","NEFI (L","marzo",117,187
"1206","NIEBLA","marzo",22,73
"1207","NIÑA XIMENA (L","marzo",62,179
"1208","NISSHIN MARU N°3 (IND)","marzo",121,260
"1209","NOEMI SIMONEY (ART)","marzo",42,148
"1210","NUESTRA SRA DE LA TIRANA II (IND)","marzo",122,207
"1211","OCEANIA (L","marzo",277,325
"1212","OCEANI III (ART)","marzo",0,1
"1213","ORCA (ART)","marzo",1,35
"1214","ORIENTE (ART)","marzo",246,299
"1215","ORION IV (ART)","marzo",1,8
"1216","ORKA (ART)","marzo",28,91
"1217","OSCAR ALONSO (L","marzo",215,348
"1218","OSFRAMA (ART)","marzo",10,28
"1219","OVNIS (ART)","marzo",3,4
"1220","OYSTER III (ART)","marzo",13,74
"1221","PALMI II (ART)","marzo",2,22
"1222","PALMI I (L","marzo",77,168
"1223","PAOLA I (ART)","marzo",23,98
"1224","PAOLA STEPHANIE (L","marzo",185,279
"1225","PAPA MARAVILLA III (ART)","marzo",128,184
"1226","PARINA I (IND)","marzo",37,181
"1227","PATRICIA VANESSA (ART)","marzo",31,48
"1228","PAULINA M (ART)","marzo",49,133
"1229","PEDRO L (L","marzo",4,8
"1230","PEHUENCHE (ART)","marzo",3,40
"1231","PEHUENCO (IND)","marzo",76,232
"1232","PELICANO (IND)","marzo",89,323
"1233","PETROHUE I (ART)","marzo",24,69
"1234","PETROHUE II (ART)","marzo",26,66
"1235","PETROHUE III (ART)","marzo",22,69
"1236","PIGARGO (ART)","marzo",0,4
"1237","PILFICAN III (ART)","marzo",0,11
"1238","PINITA (L","marzo",304,374
"1239","POLACO I (ART-TRP)","marzo",0,3
"1240","POLARIS II (IND)","marzo",190,431
"1241","POLUX (IND)","marzo",153,264
"1242","POSEIDON II (ART)","marzo",0,2
"1243","PUERTO BALLENA (FAB)","marzo",1,91
"1244","PUERTO BRAVO (ART)","marzo",63,106
"1245","PUERTO LINDO (ART)","marzo",325,593
"1246","PUERTO TORO (FAB)","marzo",499,675
"1247","PUERTO WILLIAMS (FAB)","marzo",506,907
"1248","PUMA II (ART)","marzo",112,129
"1249","PUNTA BRAVA (ART)","marzo",16,65
"1250","PUNTA DE HUMO (L","marzo",356,488
"1251","PUNTA DEL ESTE (L","marzo",157,305
"1252","PUNTA MAULE II (ART)","marzo",1,14
"1253","PUNTA TALCA (ART)","marzo",235,292
"1254","PURISIMA DEL CARMEN (L","marzo",255,331
"1255","QUERELEMA (IND)","marzo",41,184
"1256","RAMIRO M (ART)","marzo",111,157
"1257","RAPANUI (IND)","marzo",55,168
"1258","RAQUEL I (ART)","marzo",36,175
"1259","RAUL CESAR (ART)","marzo",6,14
"1260","RELAMPAGO (IND)","marzo",48,166
"1261","REY DEL PACIFICO (ART)","marzo",284,388
"1262","REY DE REYES (ART)","marzo",50,70
"1263","RICARDO JESUS (ART)","marzo",4,16
"1264","RICHIMAR (ART-TRP)","marzo",4,46
"1265","RIO JORDAN IV (ART)","marzo",6,13
"1266","RIO JORDAN VII (L","marzo",134,222
"1267","RIO JORDAN X (ART)","marzo",2,16
"1268","RIO MAULE I (ART)","marzo",0,28
"1269","RIO QUEULE I (ART)","marzo",9,32
"1270","RIO SIMPSON II (ART)","marzo",92,145
"1271","RIO SIMPSON (L","marzo",71,100
"1272","RIO TOLTEN I (ART)","marzo",8,24
"1273","RIO VALDIVIA (ART)","marzo",19,77
"1274","ROCIO (L","marzo",161,217
"1275","RODIALFA III (ART)","marzo",0,22
"1276","RODRIGO (ART)","marzo",5,19
"1277","RODRIGO I (ART)","marzo",4,8
"1278","ROLANDO (ART)","marzo",38,161
"1279","RUBY FRANCISCA (ART)","marzo",14,19
"1280","RUTH (IND)","marzo",46,145
"1281","SADAN (ART)","marzo",3,9
"1282","SALMON (IND)","marzo",24,168
"1283","SAMARITANO (ART)","marzo",39,85
"1284","SAMARITANO I (ART)","marzo",29,127
"1285","SAN CARLOS II (L","marzo",211,397
"1286","SANDRITA I (ART)","marzo",1,28
"1287","SANDY III (ART)","marzo",49,196
"1288","SAN JORGE I (IND)","marzo",13,103
"1289","SAN JOSE (IND)","marzo",41,172
"1290","SAN SEBASTIAN I","marzo",0,3
"1291","SANTA AIDA I (ART)","marzo",4,9
"1292","SANTA BARBARA II (L","marzo",114,249
"1293","SANTA IRENE III (L","marzo",200,226
"1294","SANTA ISABEL IV (L","marzo",161,302
"1295","SANTA MARGARITA I (L","marzo",33,68
"1296","SANTA MARIA A (ART)","marzo",1,34
"1297","SANTA MARIA II (IND)","marzo",0,62
"1298","SANTA PALESTINA I (L","marzo",182,253
"1299","SANTA XIMENA II (L","marzo",179,245
"1300","SANTO ISIDORO (L","marzo",252,340
"1301","SARAY ESMERALDA - M    ART","marzo",0,5
"1302","SARITA II (ART)","marzo",19,35
"1303","SHALOM II (ART)","marzo",14,45
"1304","SHALON II (ART)","marzo",15,31
"1305","SHIMANE (ART)","marzo",3,10
"1306","SIXTO ABRAHAM (ART)","marzo",4,11
"1307","SIXTO ABRAHAM I (ART)","marzo",2,2
"1308","SKORPION (IND)","marzo",112,195
"1309","SKORPION II (ART)","marzo",386,542
"1310","SOCOROMA (ART)","marzo",43,117
"1311","SOCOROMA I (ART)","marzo",48,116
"1312","SOFIA-A (ART)","marzo",0,19
"1313","SOFIA MAGDALENA (ART)","marzo",69,198
"1314","SOFIA M (L","marzo",447,539
"1315","SOTILEZA (ART)","marzo",2,7
"1316","STA. ISABEL III (L","marzo",112,205
"1317","STA. ISABEL I (L","marzo",143,248
"1318","STA XIMENA (L","marzo",209,530
"1319","STELLA MARIS II (ART-TRP)","marzo",12,123
"1320","SUREÑA (ART","marzo",0,5
"1321","SUSANA (ART)","marzo",31,56
"1322","SUSANA C (ART)","marzo",200,255
"1323","SUSANA III (ART)","marzo",334,460
"1324","TIO CHITO (ART)","marzo",1,5
"1325","TITIN (ART)","marzo",0,20
"1326","TOCONAO (ART)","marzo",3,11
"1327","TOME II (ART)","marzo",1,5
"1328","TOTO (ART)","marzo",0,15
"1329","TRAUWÜN I (ART)","marzo",75,110
"1330","TRAVESIA (L","marzo",290,318
"1331","TRINIDAD (ART)","marzo",51,238
"1332","TRINQUETE (ART)","marzo",54,136
"1333","TSUNAMI S (ART)","marzo",4,6
"1334","TUAREG I (ART)","marzo",26,72
"1335","TUMBES (L","marzo",46,65
"1336","TURIMAR II (ART)","marzo",1,4
"1337","TURIMAR III (ART)","marzo",3,12
"1338","UNIONSUR (FAB)","marzo",0,30
"1339","UNZEN (FAB)","marzo",818,1021
"1340","UZIEL II (ART)","marzo",58,113
"1341","VALENCIA (ART)","marzo",37,156
"1342","VALENTINA (L","marzo",32,100
"1343","VENTISQUERO (IND)","marzo",41,227
"1344","VENTURA I (L","marzo",273,367
"1345","VESTERVEG (IND)","marzo",18,75
"1346","VICTOR GUILLERMO (ART)","marzo",3,6
"1347","VIRGO (ART)","marzo",17,93
"1348","XOLOT (ART)","marzo",80,263
"1349","YARODAL II (TRP)","marzo",0,48
"1350","YELCHO I (IND)","marzo",73,197
"1351","YENNY (ART)","marzo",0,2
"1352","YOLANDA FILOMENA (L","marzo",210,276
"1353","YOLANDA II (L","marzo",432,523
"1354","YOLANDA S (ART)","marzo",0,5
"1355","YOSHIRA (ART)","marzo",2,7
"1356","YOVANKA (L","marzo",176,464
"1357","YOXCY (L","marzo",255,316
"1358","ABATE MOLINA","abril",158,379
"1359","ABEL (ART)","abril",30,132
"1360","ACHERNAR (ART)","abril",66,135
"1361","ACUARIO I (ART)","abril",325,434
"1362","ACUARIO III (ART)","abril",0,5
"1363","ACUARIO IV (ART)","abril",102,118
"1364","ADONAI (ART)","abril",10,31
"1365","ADRIANA (ART)","abril",43,132
"1366","ADRIANA   ART","abril",6,32
"1367","ADRIANA IX (ART)","abril",62,185
"1368","ADRIANA V (ART)","abril",67,142
"1369","ADRIANA X (ART)","abril",57,186
"1370","AGUILA REAL (ART)","abril",0,1
"1371","AGUILA REAL II (ART)","abril",45,114
"1372","ALBERTO M (ART)","abril",18,71
"1373","ALBIMER (IND)","abril",56,173
"1374","ALBORADA (ART)","abril",89,118
"1375","ALDEBARAN II (ART)","abril",100,182
"1376","ALDO Y FELIPE (L","abril",75,88
"1377","ALERCE (IND)","abril",28,122
"1378","ALTAIR I (IND)","abril",122,208
"1379","AMADEUS (ART)","abril",45,169
"1380","AMADEUS II (ART)","abril",52,122
"1381","AMPARITO I (ART)","abril",11,48
"1382","ANA LUISA (ART)","abril",32,91
"1383","ANA MARIA (ART)","abril",24,66
"1384","ANDREA C (ART)","abril",74,143
"1385","ANGAMOS 2 (IND)","abril",64,317
"1386","ANGAMOS 3 (IND)","abril",91,319
"1387","ANGAMOS 4 (IND)","abril",72,322
"1388","ANGAMOS 9 (IND)","abril",61,296
"1389","ANGELA VALENTINA (ART)","abril",88,163
"1390","ANGELINA (ART)","abril",36,73
"1391","ANSELMO I (ART)","abril",30,123
"1392","ANTARCTIC BAY (FAB)","abril",0,14
"1393","ANTARES (IND)","abril",149,214
"1394","ANTARES II (ART)","abril",0,14
"1395","ANTARES IV (ART)","abril",0,78
"1396","ANTARES V (ART)","abril",42,115
"1397","AQUILES PANCHO I  (IND)","abril",66,106
"1398","ARAUCO II (IND)","abril",0,11
"1399","ARIES I (ART)","abril",27,35
"1400","ARKHOS I (ART)","abril",32,108
"1401","ARKHOS II (ART)","abril",47,121
"1402","ARKHOS III (ART)","abril",35,115
"1403","ARKHOS IV (ART)","abril",38,90
"1404","ARMANDO S (ART)","abril",51,175
"1405","ATACAMA IV (IND)","abril",35,135
"1406","ATACAMA V (IND)","abril",42,163
"1407","AUDAZ (IND)","abril",98,328
"1408","AVENTURERO (IND)","abril",71,300
"1409","AZARIEL (ART)","abril",24,99
"1410","BALLENITA I (ART)","abril",5,18
"1411","BARRACUDA IV (IND)","abril",86,293
"1412","BEN HUR (ART-TRP)","abril",143,212
"1413","BENJAMIN (ART)","abril",18,83
"1414","BETANZOS (FAB)","abril",0,51
"1415","BETTY YULY (L","abril",265,347
"1416","BIO BIO (ART)","abril",28,68
"1417","BLANCA ESTELA (ART)","abril",17,52
"1418","BODANES (IND)","abril",4,174
"1419","BONN (IND)","abril",150,316
"1420","BRENDA ESMERALDA (ART)","abril",58,126
"1421","BRYAN ALEJANDRO (ART)","abril",0,17
"1422","BUCANERO I (IND)","abril",36,220
"1423","CANAAN (ART)","abril",7,18
"1424","CANDELARIA (ART)","abril",52,147
"1425","CANDELARIA II (ART)","abril",56,183
"1426","CANOPUS III (ART)","abril",28,80
"1427","CAPELLO (ART)","abril",24,81
"1428","CARACOLA (L","abril",335,379
"1429","CARLA AGUSTIN (ART)","abril",23,80
"1430","CARLOS EMILIO (ART)","abril",4,26
"1431","CARLOS PATRICIO (ART)","abril",74,171
"1432","CARMENCHA (L","abril",67,100
"1433","CARMEN LORETO (ART)","abril",20,54
"1434","CAZADOR (IND)","abril",83,291
"1435","CAZADOR (L","abril",211,283
"1436","CECILIA III (ART)","abril",70,171
"1437","CELINA I (ART)","abril",32,83
"1438","CENTURION 2000 (L","abril",163,203
"1439","CESAR MIGUEL (ART)","abril",40,102
"1440","CHANGO (ART)","abril",32,87
"1441","CHANGO I (ART)","abril",45,137
"1442","CHELITA I (ART)","abril",232,311
"1443","CHUBASCO I (ART)","abril",24,134
"1444","CISNE BLANCO (FAB)","abril",659,903
"1445","CLAUDIA ALEJANDRA (IND)","abril",45,166
"1446","CLAUDIA SOFIA (ART)","abril",217,296
"1447","CLAUDIO I (ART)","abril",34,146
"1448","COBRA (IND)","abril",17,153
"1449","COCHA (IND)","abril",139,236
"1450","COÑA (L","abril",289,319
"1451","CONCEPCION (ART)","abril",0,76
"1452","CORAL I (IND)","abril",0,1
"1453","CORPESCA 2 (IND)","abril",80,254
"1454","CORPESCA I (IND)","abril",27,72
"1455","CORSARIO I (IND)","abril",47,202
"1456","COSTA GRANDE 1 (IND)","abril",58,221
"1457","COYI I (ART)","abril",50,179
"1458","COYI II (ART)","abril",45,120
"1459","CRISTIAN GUILLERMO (ART)","abril",23,91
"1460","CRISTINA (ART)","abril",6,11
"1461","CRISTOBAL (ART)","abril",67,164
"1462","DALCA (ART)","abril",101,146
"1463","DANIEL (ART)","abril",61,276
"1464","DANIELA S (ART)","abril",101,129
"1465","DANIEL NICOLAS (ART)","abril",144,270
"1466","DELFIN 2000 (ART)","abril",13,79
"1467","DELIA ROSA (ART)","abril",34,80
"1468","DEMETRIO II (L","abril",19,25
"1469","DENNISSE MACARENA I (ART)","abril",0,1
"1470","DIEGO ESTEBAN (ART)","abril",41,152
"1471","DIEGO RAMIREZ (FAB)","abril",0,81
"1472","DOMENICA (ART)","abril",41,144
"1473","DOÑA BELLA (L","abril",302,345
"1474","DOÑA BERNARDA (L","abril",35,139
"1475","DOÑA CARMELA","abril",9,51
"1476","DOÑA CATALINA","abril",13,50
"1477","DOÑA CLAUDINA","abril",0,11
"1478","DOÑA COCA (ART)","abril",5,17
"1479","DON ADOLFO II (ART)","abril",48,125
"1480","DOÑA GLADYS II (ART)","abril",36,147
"1481","DOÑA JOVA 2DA (ART)","abril",38,88
"1482","DON ALAMIRO","abril",0,3
"1483","DON ALEJANDRO II (ART)","abril",316,401
"1484","DOÑA LETICIA (ART)","abril",5,6
"1485","DON ALEX (L","abril",24,39
"1486","DON ALFONSO (IND)","abril",49,144
"1487","DON ALFONSO II (ART)","abril",5,53
"1488","DON ALFREDO (L","abril",223,330
"1489","DOÑA MARGARITA C (ART)","abril",28,97
"1490","DOÑA MERCEDES (ART)","abril",107,180
"1491","DON ANGEL (ART)","abril",68,142
"1492","DON ANSELMO II (ART)","abril",53,164
"1493","DOÑA PILAR II (ART)","abril",47,165
"1494","DON ARMANDO (ART)","abril",29,92
"1495","DON ARNALDO (ART)","abril",9,59
"1496","DON ATILIO (ART)","abril",16,98
"1497","DON AUGUSTO (ART)","abril",15,51
"1498","DOÑA VIOLETA (ART)","abril",50,97
"1499","DON BASILIO (L","abril",26,98
"1500","DON BENITO II (ART)","abril",31,157
"1501","DON BENJA (ART)","abril",45,114
"1502","DON BORIS (IND)","abril",56,218
"1503","DON BRUNO","abril",8,36
"1504","DON CARLOS (L","abril",145,248
"1505","DON CHELO II (ART)","abril",26,102
"1506","DON CHOLITO (ART)","abril",18,46
"1507","DON CLAUDIO (L/B)","abril",55,162
"1508","DON CORLEONE (ART)","abril",0,1
"1509","DON DANIEL I (L","abril",77,162
"1510","DON DANY (L","abril",242,396
"1511","DON DAVID II (ART)","abril",162,193
"1512","DON DEMETRIO III (ART)","abril",51,139
"1513","DON DIONISIO II (ART)","abril",60,139
"1514","DON EDMUNDO (IND)","abril",44,175
"1515","DON EDUARDO II (ART-TRP)","abril",0,75
"1516","DON ELEUTERIO (ART)","abril",114,194
"1517","DON EMILIO (ART)","abril",25,84
"1518","DON EMILIO IV (ART)","abril",9,48
"1519","DON ENRI II   ART","abril",0,14
"1520","DON ENRIQUE F (L","abril",2,16
"1521","DON ENZO (ART)","abril",20,54
"1522","DON ERNESTO AYALA MARFIL (IND)","abril",85,332
"1523","DON ERNESTO I (ART)","abril",29,85
"1524","DON EUGENIO (ART)","abril",129,162
"1525","DON FELIX III (L","abril",275,321
"1526","DON FELIX II (L","abril",209,308
"1527","DON FELIX (L","abril",390,477
"1528","DON FERNANDO I (ART)","abril",41,120
"1529","DON FERNANDO II (ART)","abril",26,42
"1530","DON FRANCISCO I (ART)","abril",0,14
"1531","DON GERMAN I (L","abril",216,346
"1532","DON GILBERTO I (ART)","abril",229,495
"1533","DON GINO (IND)","abril",92,294
"1534","DON GUILLERMO I (ART)","abril",37,104
"1535","DON HELENO (L","abril",0,50
"1536","DON HUGO (ART)","abril",18,97
"1537","DON JAIME (ART)","abril",410,540
"1538","DON JEAN PIERRE (ART)","abril",13,18
"1539","DON JOAQUIN  (ART)","abril",56,151
"1540","DON JOAQUIN II (ART)","abril",71,137
"1541","DON JORGE LUIS M (ART)","abril",42,127
"1542","DON JOSE EDGARDO (ART)","abril",30,105
"1543","DON JOSE I (ART)","abril",41,105
"1544","DON JOSE IV (ART)_1322","abril",29,37
"1545","DON JOSE MIGUEL (ART)","abril",24,99
"1546","DON JUAN C (ART)","abril",50,146
"1547","DON JUAN I (ART)","abril",40,92
"1548","DON JUAN M (ART)","abril",9,35
"1549","DON JULIAN (ART)","abril",18,90
"1550","DON JULIO (BZA)","abril",193,443
"1551","DON KAKO (ART)","abril",63,150
"1552","DON LEONEL (ART)","abril",40,114
"1553","DON LOLO (ART)","abril",34,101
"1554","DON LUCHO III (ART)","abril",42,126
"1555","DON LUIS (LM)","abril",76,204
"1556","DON LUIS ALBERTO (ART)","abril",17,93
"1557","DON LUIS ALBERTO II (ART)","abril",34,127
"1558","DON LUIS D (ART)","abril",50,128
"1559","DON MANUEL (IND)","abril",55,231
"1560","DON MANUEL R (ART)","abril",7,45
"1561","DON MARCIAL (L","abril",47,175
"1562","DON MATEO (ART)","abril",71,181
"1563","DON MATEO I (ART)","abril",103,125
"1564","DON MATIAS I (L","abril",301,388
"1565","DON MAURICIO I (ART)","abril",77,116
"1566","DON MAXI (ART)","abril",104,142
"1567","DON MIGUEL (ART)","abril",47,116
"1568","DON MIGUEL II (ART)","abril",50,166
"1569","DON NORMA (ART)","abril",7,55
"1570","DON OSCAR (ART)","abril",0,2
"1571","DON PANCRACIO (ART)","abril",27,155
"1572","DON PASCUAL (ART)","abril",35,128
"1573","DON PATRICIO I (ART)","abril",30,72
"1574","DON PEDRO M (ART)","abril",27,88
"1575","DON PEPE (ART)","abril",64,124
"1576","DON PEY II (ART)","abril",0,0
"1577","DON PONCHO II (ART)","abril",0,2
"1578","DON RAUL I (ART)","abril",0,122
"1579","DON RICARDO (ART)","abril",8,49
"1580","DON RICARDO II (ART)","abril",15,36
"1581","DON ROBERT (ART)","abril",54,129
"1582","DON RODRIGO B (ART)","abril",70,171
"1583","DON RUFINO II (ART)","abril",114,193
"1584","DON SAMUEL II (ART)","abril",35,108
"1585","DON SEBASTIAN (L","abril",15,70
"1586","DON STEFAN (IND)","abril",180,282
"1587","DON TITO (IND)","abril",31,145
"1588","DON TITO R (ART)","abril",67,124
"1589","DON TOMAS (L","abril",110,245
"1590","DON ULMES (ART)","abril",20,96
"1591","DON VALENTIN (ART)","abril",50,110
"1592","DON VICENTE I (ART)","abril",109,149
"1593","DON VICTORINO (ART)","abril",35,113
"1594","DON WILLY (ART)","abril",18,27
"1595","DRAKAR II (ART-TRP)","abril",0,53
"1596","EBEN EZER III (ART)","abril",62,178
"1597","EDEN I (ART)","abril",54,143
"1598","EL ACUARIO I (ART)","abril",25,44
"1599","EL ACUARIO (L","abril",162,185
"1600","EL CHONO (ART)","abril",0,2
"1601","EL CID (ART)","abril",28,123
"1602","ELENA S (IND)","abril",0,77
"1603","ELOISA II (ART)","abril",49,113
"1604","EL ROBLE (L","abril",257,368
"1605","EL YEYE (ART)","abril",25,74
"1606","EMELINDA (ART)","abril",64,138
"1607","ENRIQUETA (ART)","abril",206,298
"1608","EPERVA 51 (IND)","abril",98,318
"1609","EPERVA 56 (IND)","abril",99,312
"1610","EPERVA 61 (IND)","abril",82,317
"1611","EPERVA 62 (IND)","abril",74,296
"1612","EPERVA 65 (IND)","abril",0,0
"1613","EPERVA 66 (IND)","abril",52,219
"1614","ERICK GABRIEL (ART-TRP)","abril",0,19
"1615","ERIKA (IND)","abril",0,15
"1616","ESPERANZA I (ART)","abril",196,272
"1617","ESTRELLA DE DAVID (ART)","abril",23,83
"1618","ESTRELLA DE SUR (L","abril",6,34
"1619","ESTRELLA II (ART)","abril",49,77
"1620","ESTRELLA III (ART)","abril",27,125
"1621","ESTURION (ART)","abril",29,76
"1622","FEIDIPIDES (L","abril",14,46
"1623","FELIPE EDUARDO (ART)","abril",0,5
"1624","FERNANDO ANDRES III (TRP-V)","abril",71,174
"1625","FERNANDO ANDRES II (L","abril",42,96
"1626","FITZ ROY (ART-TRP)","abril",2,54
"1627","FLORENCIA (ART)","abril",43,175
"1628","FLORINA I (ART)","abril",45,138
"1629","FORTUNA IV (ART)","abril",52,208
"1630","FORTUNA V (ART)","abril",40,166
"1631","FRAPOLI (L","abril",326,465
"1632","FRIOSUR IX (IND)","abril",554,606
"1633","FRIOSUR X (IND)","abril",520,612
"1634","GALEON II (ART)","abril",81,147
"1635","GALILEA I (ART)","abril",29,72
"1636","GAROTA (ART)","abril",27,131
"1637","GAROTA I (ART)","abril",115,208
"1638","GAROTA II (ART)","abril",30,132
"1639","GAROTA III (ART)","abril",32,135
"1640","GAROTA IV (ART)","abril",28,131
"1641","GAROTA V (ART)","abril",39,148
"1642","GENESIS ELENA (ART)","abril",54,76
"1643","GIANFRANCO (ART)","abril",54,142
"1644","GIANLUCA (ART)","abril",59,118
"1645","GIANPIERO I","abril",75,253
"1646","GILDA HEIDY (ART)","abril",5,28
"1647","GLACIAR I (ART)","abril",12,51
"1648","GLOBAL PESCA II (FAB)","abril",504,792
"1649","GLOBAL PESCA III (FAB)","abril",589,891
"1650","GREISIS NICOL II (ART)","abril",22,91
"1651","GRINGO (IND)","abril",65,102
"1652","GUAJACHE II (ART)","abril",42,138
"1653","GUANAYE 2 (IND)","abril",59,220
"1654","GUAYACAN I (ART)","abril",0,71
"1655","GUERRERO DE PACIFICO (ART)","abril",238,296
"1656","GUILLERMO I (ART)","abril",30,143
"1657","HALCON (IND)","abril",96,338
"1658","HALCON I (ART)","abril",17,67
"1659","HECTOR ALFREDO (L","abril",189,350
"1660","HERACLES (L","abril",225,261
"1661","HERIVAL II (ART)","abril",164,266
"1662","HERMINIA I (ART)","abril",13,55
"1663","HUMBOLDT II (ART)","abril",39,242
"1664","HURACAN (IND)","abril",37,156
"1665","HURACAN I (ART)","abril",4,60
"1666","ICALMA (IND)","abril",69,317
"1667","IMPERIO AUSTRAL (ART)","abril",0,0
"1668","INDEPENDENCIA II (ART)","abril",104,162
"1669","INGRID FERNANDA (ART)","abril",112,164
"1670","INTREPIDO (IND)","abril",111,349
"1671","ISAAC (ART)","abril",64,140
"1672","ISAAC II (ART)","abril",45,112
"1673","ISAAC M (ART)","abril",54,129
"1674","ISIDORA I (ART)","abril",38,152
"1675","ISLA LLAHUEN (ART)","abril",0,31
"1676","ISLA PICTON","abril",87,131
"1677","ISLA TABON (L","abril",4,11
"1678","IVETH I (L","abril",62,101
"1679","JACKIE (L","abril",145,294
"1680","JACOB-ISRAEL (ART)","abril",53,144
"1681","JAIRO ELI (ART)","abril",62,149
"1682","JAQUELINE (ART)","abril",104,136
"1683","JAVIERA II (L","abril",225,411
"1684","JEPE I (ART)","abril",33,103
"1685","JERUSALEN 2 (ART)","abril",67,145
"1686","J J (ART)","abril",47,152
"1687","JOEL I (ART)","abril",25,52
"1688","JORGE ANDRES (ART)","abril",63,157
"1689","JORGE HERNAN M (ART)","abril",29,111
"1690","JORGE VI (TRP)","abril",57,87
"1691","JOSE LUIS (ART)","abril",216,345
"1692","JOSE SEBASTIAN (ART)","abril",4,14
"1693","JOSUE (ART)","abril",87,305
"1694","JOSUE SEGUNDO  LB","abril",38,83
"1695","JOYA DEL PACIFICO (L","abril",298,362
"1696","JOYA II (L","abril",245,464
"1697","JOYA I (L","abril",69,88
"1698","JUAN ANTONIO I (L","abril",259,331
"1699","JUAN BAUTISTA (L","abril",74,132
"1700","JUAN CLAUDIO (ART)","abril",345,395
"1701","JUAN CLAUDIO III   LB","abril",139,203
"1702","JUAN CLAUDIO II (L","abril",205,387
"1703","JUAN CLAUDIO I (L","abril",217,387
"1704","JUAN I (L","abril",102,121
"1705","JUAN MARCELO (ART)","abril",30,96
"1706","KALI (ART)","abril",16,100
"1707","KAREN PAMELA (ART)","abril",50,159
"1708","KAWESCAR (ART)","abril",51,131
"1709","KIMY II (ART)","abril",43,108
"1710","KIPPERNES (ART)","abril",30,117
"1711","KORMORAN 2DO (ART)","abril",49,152
"1712","LA ANGELITA (ART)","abril",45,70
"1713","LAGO GENESARET (L","abril",73,118
"1714","LAGO RANCO (ART)","abril",89,176
"1715","LAUCA (ART)","abril",3,29
"1716","LA VICTORIA (ART)","abril",22,75
"1717","LEONORA (L","abril",8,73
"1718","LICANTEN (IND)","abril",59,198
"1719","LIDER (IND)","abril",44,240
"1720","LINARES (ART)","abril",9,33
"1721","LOA 1 (IND)","abril",44,142
"1722","LOA 2 (IND)","abril",38,123
"1723","LOA 7 (IND)","abril",31,104
"1724","LOBA DE MAR (ART)","abril",107,194
"1725","LOBO DE AFUERA IV (ART)","abril",41,121
"1726","LOBO DE AFUERA V (ART)","abril",50,161
"1727","LONCO (IND)","abril",54,257
"1728","LONQUIMAY (ART)","abril",57,131
"1729","LONQUIMAY 2 (ART)","abril",19,105
"1730","LORETO V (ART)","abril",51,149
"1731","LOS VILOS II (ART)","abril",36,105
"1732","LUCAS I (ART)","abril",58,176
"1733","LUIS ALBERTO I (L","abril",222,297
"1734","LUIS ALBERTO (L","abril",221,261
"1735","LUIS ANDRES I (L","abril",286,349
"1736","LUIS DAVID C (L","abril",358,495
"1737","MACEDONIA I (ART)","abril",30,87
"1738","MAGDALENA II (ART)","abril",18,99
"1739","MAIMAU I  (ART)","abril",41,191
"1740","MAMA ANTONIA (L","abril",332,382
"1741","MAMITA INES (ART)","abril",1,52
"1742","MARBELLA II (ART)","abril",18,36
"1743","MARCELO RODOLFO (ART)","abril",55,196
"1744","MARCO POLO (ART)","abril",54,125
"1745","MAR DE LIGURIA (ART)","abril",9,50
"1746","MAR DE ROSS","abril",148,162
"1747","MARGOT MARIA (ART-TRP)","abril",0,12
"1748","MARGOT MARIA IV (ART)","abril",24,66
"1749","MARIA BELEN (ART)","abril",5,34
"1750","MARIA CRUZ II (L","abril",199,349
"1751","MARIA EMPERATRIZ  III (IND)","abril",77,108
"1752","MARIA EUGENIA M (L","abril",252,391
"1753","MARIA INES (L","abril",30,102
"1754","MARIA ISABEL (ART)","abril",69,152
"1755","MARIA JESUS I (ART)","abril",22,66
"1756","MARIA JOSE (IND)","abril",49,231
"1757","MARIA LORETO (L","abril",221,229
"1758","MARIA M (L","abril",284,349
"1759","MARIA PABLA (ART)","abril",27,122
"1760","MARIA SOLEDAD II (ART)","abril",42,158
"1761","MARIA TRINIDAD (ART)","abril",78,137
"1762","MARICIA (ART)","abril",17,43
"1763","MARIMAR II (ART-TRP)","abril",0,12
"1764","MARIO ALBERTO (L","abril",81,120
"1765","MARISELA I (ART)","abril",0,3
"1766","MARISOL III (L","abril",21,39
"1767","MARJUXI IV (L","abril",340,579
"1768","MARLIN (IND)","abril",86,334
"1769","MAR PRIMERO (ART)","abril",80,185
"1770","MAR SEGUNDO (ART)","abril",74,174
"1771","MARTIN RENATO (ART)","abril",53,136
"1772","MARVENTO (ART)","abril",51,132
"1773","MARY PAZ II (ART)","abril",109,172
"1774","MASTER (ART)","abril",8,35
"1775","MASTER I (ART)","abril",35,112
"1776","MATIAS (ART)","abril",22,36
"1777","MATIAS IGNACIO (L","abril",132,292
"1778","MATIAS NICOLAS (ART)","abril",67,129
"1779","MATIAS R (ART)","abril",52,136
"1780","MATILDA (ART)","abril",7,17
"1781","MAULINA IV (ART)","abril",5,16
"1782","MAULINA V (ART)","abril",2,9
"1783","MAXIMO JAVIER (L","abril",472,615
"1784","MELISSA KAREN (L","abril",119,193
"1785","MERO (IND)","abril",78,268
"1786","MESANA (ART)","abril",24,91
"1787","MILTON PATRICIO (L","abril",226,299
"1788","MISIONERA II (ART) 153076","abril",2,8
