"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"1200","RIO SIMPSON II (ART)","mayo",87,120
"1201","RIO SIMPSON (L","mayo",4,28
"1202","RODRIGO I (ART)","mayo",0,4
"1203","RUBY FRANCISCA (ART)","mayo",39,152
"1204","RUTH (IND)","mayo",38,169
"1205","SADAN (ART)","mayo",41,96
"1206","SANDRITA I (ART)","mayo",75,213
"1207","SAN JOSE (IND)","mayo",16,141
"1208","SANTA AIDA I (ART)","mayo",20,40
"1209","SANTA IRENE III (L","mayo",127,186
"1210","SANTA MARIA II (IND)","mayo",0,3
"1211","SANTA PALESTINA I (L","mayo",292,429
"1212","SANTA XIMENA II (L","mayo",0,8
"1213","SARAY ESMERALDA - M    ART","mayo",27,87
"1214","SARITA II (ART)","mayo",41,65
"1215","SHIMANE (ART)","mayo",32,105
"1216","SIXTO ABRAHAM (ART)","mayo",0,2
"1217","SIXTO ABRAHAM I (ART)","mayo",82,212
"1218","SOCOROMA II (ART)","mayo",59,153
"1219","SOFIA-A (ART)","mayo",48,217
"1220","SOFIA M (L","mayo",39,45
"1221","SOTILEZA (ART)","mayo",98,249
"1222","STA XIMENA (L","mayo",35,101
"1223","SUSANA (ART)","mayo",26,109
"1224","SUSANA C (ART)","mayo",0,13
"1225","SUSANA III (ART)","mayo",34,72
"1226","TIO CHITO (ART)","mayo",54,159
"1227","TOCONAO (ART)","mayo",17,103
"1228","TOME (ART)","mayo",99,145
"1229","TOME II (ART)","mayo",11,56
"1230","TSUNAMI S (ART)","mayo",30,126
"1231","TUMBES (L","mayo",121,165
"1232","TURIMAR II (ART)","mayo",39,82
"1233","TURIMAR III (ART)","mayo",21,51
"1234","UZIEL II (ART)","mayo",113,215
"1235","VALENTINA ARACELI (L","mayo",126,163
"1236","VENTISQUERO (IND)","mayo",58,293
"1237","VERONICA ALEJANDRA (ART)","mayo",109,281
"1238","VESTERVEG (IND)","mayo",8,99
"1239","VICHUQUEN II (IND)","mayo",15,87
"1240","VICTOR GUILLERMO (ART)","mayo",15,41
"1241","XIMENA I (ART)","mayo",87,250
"1242","YELCHO I (IND)","mayo",42,182
"1243","YENNY (ART)","mayo",43,163
"1244","YOLANDA S (ART)","mayo",13,48
"1245","YOSHIRA (ART)","mayo",34,91
"1246","YOVANKA (L","mayo",92,197
"1247","YUCATAN (L","mayo",189,309
"1248","ACHERNAR (ART)","junio",14,29
"1249","ACUARIO IV (ART)","junio",77,100
"1250","ADRIANA (ART)","junio",20,46
"1251","ADRIANA IX (ART)","junio",23,90
"1252","ADRIANA V (ART)","junio",11,18
"1253","ADRIANA X (ART)","junio",7,13
"1254","ALFA I (L","junio",0,23
"1255","ALTAIR I (IND)","junio",34,81
"1256","AMPARITO I (ART)","junio",0,1
"1257","ANGELA VALENTINA (ART)","junio",67,139
"1258","ANTARES (IND)","junio",101,162
"1259","ANTARES V (ART)","junio",3,6
"1260","BIO BIO (ART)","junio",10,40
"1261","BONN (IND)","junio",147,349
"1262","BRENDA ESMERALDA (ART)","junio",8,15
"1263","BUCANERO I (IND)","junio",48,204
"1264","CANDELARIA (ART)","junio",29,83
"1265","CANOPUS III (ART)","junio",0,5
"1266","CAPELLO (ART)","junio",3,17
"1267","CARLA AGUSTIN (ART)","junio",4,7
"1268","CARLA BELEN I (L","junio",0,11
"1269","CARLOS EMILIO (ART)","junio",6,9
"1270","CARLOS PATRICIO (ART)","junio",6,26
"1271","CARMEN LORETO (ART)","junio",11,21
"1272","CAZADOR (IND)","junio",17,59
"1273","CECILIA III (ART)","junio",40,81
"1274","CENTURION 2000 (L","junio",100,132
"1275","CHANGO (ART)","junio",6,20
"1276","COBRA (IND)","junio",23,140
"1277","CONY I (IND)","junio",8,30
"1278","CORSARIO I (IND)","junio",33,164
"1279","CRISTIAN GUILLERMO (ART)","junio",44,102
"1280","CRISTOBAL (ART)","junio",30,66
"1281","DALCA (ART)","junio",102,130
"1282","DANIELA S (ART)","junio",149,186
"1283","DEMETRIO II (L","junio",0,25
"1284","DIEGO ARMANDO II (L","junio",0,12
"1285","DIEGO ESTEBAN (ART)","junio",25,93
"1286","DON ADOLFO II (ART)","junio",5,14
"1287","DOÑA JOVA 2DA (ART)","junio",11,42
"1288","DON ALFONSO (IND)","junio",13,131
"1289","DOÑA MARGARITA C (ART)","junio",8,26
"1290","DON ANGEL (ART)","junio",30,79
"1291","DON ANSELMO II (ART)","junio",34,116
"1292","DON ARMANDO (ART)","junio",0,5
"1293","DON ARNALDO (ART)","junio",0,7
"1294","DOÑA VIOLETA (ART)","junio",8,22
"1295","DON BENJA (ART)","junio",33,73
"1296","DON BORIS (IND)","junio",23,168
"1297","DON CARLOS (L","junio",0,11
"1298","DON CHELO II (ART)","junio",16,40
"1299","DON CLAUDIO (L/B)","junio",5,16
"1300","DON DANIEL I (L","junio",22,45
"1301","DON DANILO F (ART)","junio",0,40
"1302","DON DANY (L","junio",0,23
"1303","DON DAVID II (ART)","junio",0,16
"1304","DON DEMETRIO III (ART)","junio",17,65
"1305","DON DIONISIO II (ART)","junio",8,34
"1306","DON EDMUNDO (IND)","junio",16,136
"1307","DON EMILIO (ART)","junio",0,7
"1308","DON ENRIQUE (IND)","junio",0,2
"1309","DON ENRIQUE F (L","junio",0,22
"1310","DON FERNANDO II (ART)","junio",26,43
"1311","DON GILBERTO I (ART)","junio",0,24
"1312","DON GUILLERMO I (ART)","junio",35,94
"1313","DON JAIME (ART)","junio",0,12
"1314","DON JOAQUIN II (ART)","junio",25,82
"1315","DON JORGE LUIS M (ART)","junio",40,120
"1316","DON JORGE M (ART)","junio",10,30
"1317","DON JOSE IV (ART)_1322","junio",13,32
"1318","DON JULIAN (ART)","junio",12,31
"1319","DON JULIO (BZA)","junio",2,57
"1320","DON KAKO (ART)","junio",37,91
"1321","DON LOLO (ART)","junio",11,52
"1322","DON LUIS ALBERTO (ART)","junio",2,12
"1323","DON LUIS D (ART)","junio",15,32
"1324","DON MANUEL (IND)","junio",50,143
"1325","DON MATEO (ART)","junio",54,141
"1326","DON MATEO I (ART)","junio",37,55
"1327","DON MATIAS I (L","junio",0,12
"1328","DON MAXI (ART)","junio",148,192
"1329","DON MIGUEL (ART)","junio",2,8
"1330","DON MIGUEL II (ART)","junio",4,8
"1331","DON NAO (ART)","junio",0,16
"1332","DON NORMA (ART)","junio",4,12
"1333","DON PASCUAL (ART)","junio",5,25
"1334","DON PEDRO M (ART)","junio",5,15
"1335","DON PEPE (ART)","junio",25,32
"1336","DON RICARDO (ART)","junio",0,9
"1337","DON RICARDO II (ART)","junio",6,13
"1338","DON ROBERT (ART)","junio",24,63
"1339","DON TITO (IND)","junio",17,213
"1340","DON TITO R (ART)","junio",45,94
"1341","DON VALENTIN (ART)","junio",26,73
"1342","DON VICENTE I (ART)","junio",90,140
"1343","DUQUECO (IND)","junio",0,13
"1344","EDEN I (ART)","junio",14,43
"1345","EL ACUARIO I (ART)","junio",34,52
"1346","ELOISA II (ART)","junio",30,73
"1347","EL ROBLE (L","junio",0,13
"1348","EL YEYE (ART)","junio",2,4
"1349","EMELINDA (ART)","junio",35,67
"1350","ESPERANZA I (ART)","junio",0,12
"1351","ESPERANZA VII (L","junio",23,71
"1352","ESTRELLA DE DAVID (ART)","junio",14,64
"1353","ESTRELLA DEL SUR (L","junio",0,6
"1354","ESTRELLA II (ART)","junio",13,24
"1355","FRANCISCO JAVIER (ART)","junio",4,9
"1356","GALEON II (ART)","junio",24,50
"1357","GENESIS I (ART)","junio",38,50
"1358","GIANLUCA (ART)","junio",2,11
"1359","GLACIAR I (ART)","junio",15,34
"1360","GUANAYE 2 (IND)","junio",15,68
"1361","HECTOR ALFREDO (L","junio",0,26
"1362","HERMINIA I (ART)","junio",0,1
"1363","HURACAN I (ART)","junio",0,1
"1364","INGRID FERNANDA (ART)","junio",106,144
"1365","ISAAC (ART)","junio",20,73
"1366","IVETH I (L","junio",0,11
"1367","JACOB-ISRAEL (ART)","junio",30,107
"1368","JAQUELINE (ART)","junio",48,73
"1369","JORGE HERNAN M (ART)","junio",18,64
"1370","JOSE MANUEL III (L","junio",0,10
"1371","JOSUE SEGUNDO  LB","junio",33,80
"1372","JOYA II (L","junio",0,23
"1373","JUAN BAUTISTA (L","junio",0,13
"1374","JUAN CLAUDIO (ART)","junio",2,25
"1375","JUAN CLAUDIO III   LB","junio",0,23
"1376","JUAN CLAUDIO II (L","junio",0,26
"1377","JUAN CLAUDIO I (L","junio",2,26
"1378","KIMY II (ART)","junio",15,47
"1379","KIPPERNES (ART)","junio",10,54
"1380","LAGO RANCO (ART)","junio",34,90
"1381","LA VICTORIA (ART)","junio",22,47
"1382","LIDER (IND)","junio",33,172
"1383","LIDIA C (ART)","junio",41,91
"1384","LOBA DE MAR (ART)","junio",5,43
"1385","LONCO (IND)","junio",36,203
"1386","LONQUIMAY (ART)","junio",20,38
"1387","LOS VILOS II (ART)","junio",0,0
"1388","LUIS ALBERTO I (L","junio",0,23
"1389","LUIS ALBERTO (L","junio",0,25
"1390","LUIS ALFONSO I (L","junio",0,12
"1391","LUIS ANDRES I (L","junio",0,23
"1392","LUIS DAVID C (L","junio",0,28
"1393","LUIS DAVID II (ART)","junio",0,6
"1394","LUIS DAVID I (L","junio",0,7
"1395","MAGDALENA II (ART)","junio",7,12
"1396","MARBELLA II (ART)","junio",4,17
"1397","MARCO POLO (ART)","junio",5,12
"1398","MAR DE LIGURIA (ART)","junio",1,4
"1399","MARIA CRUZ II (L","junio",0,21
"1400","MARIA ISABEL (ART)","junio",34,88
"1401","MARIA JESUS I (ART)","junio",8,36
"1402","MARIA JOSE (IND)","junio",27,141
"1403","MARIA M (L","junio",0,23
"1404","MARIA TRINIDAD (ART)","junio",37,87
"1405","MARIO ALBERTO (L","junio",100,132
"1406","MAR PRIMERO (ART)","junio",14,59
"1407","MAR SEGUNDO (ART)","junio",0,5
"1408","MARVENTO (ART)","junio",20,69
"1409","MATIAS NICOLAS (ART)","junio",43,101
"1410","MATIAS R (ART)","junio",21,58
"1411","MESANA (ART)","junio",3,18
"1412","MISIONERA III (ART)","junio",0,5
"1413","MOISES II (ART)","junio",120,161
"1414","MORONI (L","junio",2,7
"1415","NAGASAKI (ART)","junio",19,41
"1416","NAZARETH II (ART)","junio",14,31
"1417","NEBRASKA (ART)","junio",0,12
"1418","NIÑA XIMENA (L","junio",8,26
"1419","NUESTRA SRA DE LA TIRANA II (IND)","junio",84,144
"1420","OSCAR ALONSO (L","junio",0,16
"1421","OVNIS (ART)","junio",38,73
"1422","PAOLA I (ART)","junio",0,5
"1423","PAOLA STEPHANIE (L","junio",0,13
"1424","PAPA MARAVILLA III (ART)","junio",56,73
"1425","PAULINA M (ART)","junio",4,16
"1426","PEDRO L (L","junio",17,54
"1427","PEHUENCO (IND)","junio",15,127
"1428","PELICANO (IND)","junio",15,116
"1429","POLARIS II (IND)","junio",93,216
"1430","POSEIDON II (ART)","junio",14,26
"1431","PUERTO BALLARTA (ART)","junio",18,47
"1432","PUERTO BRAVO (ART)","junio",40,50
"1433","PUERTO LINDO (ART)","junio",0,12
"1434","PUNTA DEL ESTE (L","junio",0,20
"1435","QUERELEMA (IND)","junio",22,158
"1436","QUIMERA (ART)","junio",1,1
"1437","RAPANUI (IND)","junio",13,87
"1438","RAUL M (ART)","junio",13,35
"1439","REY DEL PACIFICO (ART)","junio",0,27
"1440","REY DE REYES (ART)","junio",127,172
"1441","RICARDO JESUS (ART)","junio",15,58
"1442","RIEKA I (ART)","junio",28,76
"1443","RIMALFREDAN II (ART)","junio",40,98
"1444","RIO JORDAN IV (ART)","junio",36,112
"1445","RIO JORDAN X (ART)","junio",25,79
"1446","RIO SIMPSON II (ART)","junio",46,59
"1447","RIO SIMPSON (L","junio",0,37
"1448","RUBY FRANCISCA (ART)","junio",39,138
"1449","RUTH (IND)","junio",12,44
"1450","SADAN (ART)","junio",6,18
"1451","SANDRITA I (ART)","junio",46,82
"1452","SAN JOSE (IND)","junio",10,97
"1453","SANTA PALESTINA I (L","junio",0,12
"1454","SARAY ESMERALDA - M    ART","junio",43,103
"1455","SARITA II (ART)","junio",28,56
"1456","SHIMANE (ART)","junio",15,29
"1457","SIXTO ABRAHAM I (ART)","junio",16,58
"1458","SOCOROMA II (ART)","junio",16,55
"1459","SOFIA-A (ART)","junio",26,59
"1460","SOFIA M (L","junio",0,1
"1461","SOTILEZA (ART)","junio",27,82
"1462","STA XIMENA (L","junio",0,22
"1463","SUSANA (ART)","junio",44,84
"1464","SUSANA C (ART)","junio",0,27
"1465","SUSANA III (ART)","junio",7,16
"1466","TIO CHITO (ART)","junio",37,83
"1467","TOCONAO (ART)","junio",2,6
"1468","TOME (ART)","junio",0,1
"1469","TOME II (ART)","junio",0,2
"1470","TUMBES (L","junio",0,11
"1471","TURIMAR II (ART)","junio",1,3
"1472","TURIMAR III (ART)","junio",0,1
"1473","UZIEL II (ART)","junio",79,121
"1474","VALENTINA ARACELI (L","junio",0,15
"1475","VENTISQUERO (IND)","junio",24,158
"1476","VERONICA ALEJANDRA (ART)","junio",39,104
"1477","VESTERVEG (IND)","junio",23,180
"1478","VICHUQUEN II (IND)","junio",0,4
"1479","VICTOR GUILLERMO (ART)","junio",13,29
"1480","XIMENA I (ART)","junio",31,86
"1481","YELCHO I (IND)","junio",20,117
"1482","YENNY (ART)","junio",14,73
"1483","YOLANDA S (ART)","junio",23,62
"1484","YUCATAN (L","junio",0,13
"1485","ACHERNAR (ART)","julio",16,35
"1486","ACUARIO IV (ART)","julio",92,179
"1487","ADRIANA (ART)","julio",16,55
"1488","ADRIANA IX (ART)","julio",19,63
"1489","ADRIANA V (ART)","julio",6,11
"1490","ADRIANA X (ART)","julio",6,34
"1491","ALTAIR I (IND)","julio",143,242
"1492","ANDREA C (ART)","julio",5,12
"1493","ANGELA VALENTINA (ART)","julio",0,1
"1494","ANSELMO I (ART)","julio",1,6
"1495","ANTARES (IND)","julio",165,290
"1496","ANTARES V (ART)","julio",0,4
"1497","AZARIEL (ART)","julio",24,51
"1498","BIO BIO (ART)","julio",2,9
"1499","BLANCA ESTELA (ART)","julio",2,5
"1500","BONN (IND)","julio",70,234
"1501","BRENDA ESMERALDA (ART)","julio",47,79
"1502","BUCANERO I (IND)","julio",21,51
"1503","CANDELARIA (ART)","julio",16,44
"1504","CAPELLO (ART)","julio",22,52
"1505","CARLA AGUSTIN (ART)","julio",0,2
"1506","CARLOS EMILIO (ART)","julio",6,17
"1507","CAZADOR (IND)","julio",0,8
"1508","CECILIA III (ART)","julio",7,21
"1509","CENTURION 2000 (L","julio",136,234
"1510","CHANGO (ART)","julio",12,29
"1511","COBRA (IND)","julio",3,48
"1512","CORSARIO I (IND)","julio",7,53
"1513","CRISTIAN GUILLERMO (ART)","julio",10,23
"1514","DALCA (ART)","julio",135,227
"1515","DANIELA S (ART)","julio",96,132
"1516","DIEGO BENJAMIN (ART)","julio",134,159
"1517","DIEGO ESTEBAN (ART)","julio",15,44
"1518","DOÑA JOVA 2DA (ART)","julio",19,46
"1519","DON ALFONSO (IND)","julio",1,31
"1520","DON ANGEL (ART)","julio",16,33
"1521","DON ANSELMO II (ART)","julio",28,57
"1522","DON ARMANDO (ART)","julio",0,3
"1523","DON ARNALDO (ART)","julio",6,28
"1524","DON BENJA (ART)","julio",3,28
"1525","DON BORIS (IND)","julio",8,39
"1526","DON CHELO II (ART)","julio",16,28
"1527","DON DANIEL I (L","julio",6,15
"1528","DON DANILO F (ART)","julio",0,12
"1529","DON DAVID II (ART)","julio",0,13
"1530","DON DEMETRIO III (ART)","julio",3,22
"1531","DON DIONISIO II (ART)","julio",16,34
"1532","DON EDMUNDO (IND)","julio",3,29
"1533","DON EMILIO (ART)","julio",8,19
"1534","DON ENRI II   ART","julio",2,3
"1535","DON ENRIQUE (IND)","julio",0,1
"1536","DON ENRIQUE F (L","julio",0,16
"1537","DON GUILLERMO I (ART)","julio",25,72
"1538","DON JAIME (ART)","julio",7,28
"1539","DON JOAQUIN II (ART)","julio",19,33
"1540","DON JORGE LUIS M (ART)","julio",35,81
"1541","DON JOSE IV (ART)_1322","julio",8,20
"1542","DON JUAN M (ART)","julio",6,9
"1543","DON JULIAN (ART)","julio",4,19
"1544","DON JULIO (BZA)","julio",2,18
"1545","DON KAKO (ART)","julio",3,22
"1546","DON LEONEL (ART)","julio",4,8
"1547","DON LUIS ALBERTO (ART)","julio",0,5
"1548","DON LUIS D (ART)","julio",8,20
"1549","DON MATEO (ART)","julio",45,85
"1550","DON MATEO I (ART)","julio",119,183
"1551","DON MAXI (ART)","julio",138,186
"1552","DON MIGUEL (ART)","julio",11,26
"1553","DON MIGUEL II (ART)","julio",8,19
"1554","DON NAO (ART)","julio",0,19
"1555","DON NENE (ART)","julio",0,3
"1556","DON NORMA (ART)","julio",0,6
"1557","DON PASCUAL (ART)","julio",22,41
"1558","DON PEPE (ART)","julio",9,12
"1559","DON RICARDO (ART)","julio",8,22
"1560","DON RICARDO II (ART)","julio",6,21
"1561","DON ROBERT (ART)","julio",6,10
"1562","DON TITO (IND)","julio",0,7
"1563","DON TITO R (ART)","julio",8,29
"1564","DON VALENTIN (ART)","julio",16,39
"1565","DON VICENTE I (ART)","julio",229,311
"1566","EDEN I (ART)","julio",21,45
"1567","EL ACUARIO I (ART)","julio",26,53
"1568","ELOISA II (ART)","julio",22,69
"1569","EL ROBLE (L","julio",0,26
"1570","EMELINDA (ART)","julio",15,27
"1571","ERIKA (IND)","julio",0,3
"1572","ESPERANZA VII (L","julio",95,135
"1573","ESTRELLA DE DAVID (ART)","julio",4,27
"1574","ESTRELLA DEL SUR (L","julio",0,1
"1575","ESTRELLA II (ART)","julio",18,38
"1576","ESTURION (ART)","julio",2,6
"1577","GALEON II (ART)","julio",35,57
"1578","GENESIS I (ART)","julio",85,120
"1579","GUANAYE 2 (IND)","julio",17,46
"1580","HECTOR ALFREDO (L","julio",0,22
"1581","HERMINIA I (ART)","julio",12,33
"1582","HURACAN I (ART)","julio",6,21
"1583","INGRID FERNANDA (ART)","julio",193,320
"1584","ISAAC (ART)","julio",6,10
"1585","ISLA ORCAS (IND)","julio",2,23
"1586","JACOB-ISRAEL (ART)","julio",38,91
"1587","JAIRO ELI (ART)","julio",4,9
"1588","JAQUELINE (ART)","julio",76,98
"1589","JOEL I (ART)","julio",3,10
"1590","JORGE ANDRES (ART)","julio",5,55
"1591","JORGE HERNAN M (ART)","julio",4,11
"1592","JOSUE SEGUNDO  LB","julio",20,51
"1593","JUAN CLAUDIO III   LB","julio",0,21
"1594","JUAN CLAUDIO II (L","julio",0,23
"1595","KIMY II (ART)","julio",28,60
"1596","KIPPERNES (ART)","julio",10,38
"1597","LAGO RANCO (ART)","julio",16,58
"1598","LA VICTORIA (ART)","julio",15,29
"1599","LIDER (IND)","julio",17,61
"1600","LIDIA C (ART)","julio",2,18
"1601","LONCO (IND)","julio",1,48
"1602","LONQUIMAY (ART)","julio",10,17
"1603","LUIS ALBERTO (L","julio",0,16
"1604","LUIS ALFONSO I (L","julio",4,34
"1605","LUIS DAVID C (L","julio",1,26
"1606","MARBELLA II (ART)","julio",10,50
"1607","MARIA CRUZ II (L","julio",0,16
"1608","MARIA ISABEL (ART)","julio",12,26
"1609","MARIA JESUS I (ART)","julio",10,26
"1610","MARIA JOSE (IND)","julio",0,49
"1611","MARIA TRINIDAD (ART)","julio",12,26
"1612","MARIO ALBERTO (L","julio",139,175
"1613","MARISELA I (ART)","julio",6,9
"1614","MAR PRIMERO (ART)","julio",28,68
"1615","MARVENTO (ART)","julio",20,59
"1616","MATIAS NICOLAS (ART)","julio",1,2
"1617","MESANA (ART)","julio",17,37
"1618","NAGASAKI (ART)","julio",13,29
"1619","NAZARETH II (ART)","julio",5,9
"1620","NEBRASKA (ART)","julio",4,5
"1621","NUESTRA SRA DE LA TIRANA II (IND)","julio",161,262
"1622","OSCAR ALONSO (L","julio",0,22
"1623","OVNIS (ART)","julio",4,8
"1624","PEDRO L (L","julio",1,14
"1625","PEHUENCO (IND)","julio",2,54
"1626","PELICANO (IND)","julio",1,66
"1627","POLARIS II (IND)","julio",76,152
"1628","POLUX (IND)","julio",3,18
"1629","POSEIDON II (ART)","julio",8,16
"1630","PUERTO BALLARTA (ART)","julio",5,30
"1631","PUERTO BRAVO (ART)","julio",95,126
"1632","QUERELEMA (IND)","julio",0,45
"1633","RAPANUI (IND)","julio",0,47
"1634","REY DE REYES (ART)","julio",135,209
"1635","RICARDO I (ART)","julio",0,1
"1636","RICARDO JESUS (ART)","julio",16,40
"1637","RIMALFREDAN II (ART)","julio",18,38
"1638","RIMAR (ART-TRP)","julio",0,12
"1639","RIO JORDAN IV (ART)","julio",1,8
"1640","RIO JORDAN X (ART)","julio",4,12
"1641","RIO SIMPSON II (ART)","julio",101,125
"1642","RODRIGO (ART)","julio",15,49
"1643","RUBY FRANCISCA (ART)","julio",12,63
"1644","RUTH (IND)","julio",0,9
"1645","SADAN (ART)","julio",12,32
"1646","SANDRITA I (ART)","julio",9,22
"1647","SAN JOSE (IND)","julio",6,71
"1648","SANTA MARIA II (IND)","julio",0,2
"1649","SARAY ESMERALDA - M    ART","julio",2,17
"1650","SARITA II (ART)","julio",19,51
"1651","SHIMANE (ART)","julio",5,13
"1652","SIXTO ABRAHAM I (ART)","julio",26,54
"1653","SOCOROMA II (ART)","julio",13,33
"1654","SOFIA-A (ART)","julio",24,47
"1655","SOFIA M (L","julio",0,1
"1656","SOTILEZA (ART)","julio",30,66
"1657","SUSANA C (ART)","julio",0,26
"1658","TIO CHITO (ART)","julio",15,42
"1659","TOCONAO (ART)","julio",2,4
"1660","TOME II (ART)","julio",7,25
"1661","TURIMAR II (ART)","julio",0,7
"1662","UZIEL II (ART)","julio",83,172
"1663","VALENTINA ARACELI (L","julio",0,21
"1664","VENTISQUERO (IND)","julio",1,58
"1665","VESTERVEG (IND)","julio",4,40
"1666","XIMENA I (ART)","julio",21,50
"1667","YELCHO I (IND)","julio",6,76
"1668","YENNY (ART)","julio",10,30
"1669","YOLANDA S (ART)","julio",0,5
